excitatory inhibitory false 0.5
0.00 0.00 0.80 0.80 0.00 0.80 0.00 0.80 0.80 0.00 0.00 0.80 0.00 0.00 0.00 0.80 0.00 0.00 0.80 0.80
0.00 0.00 0.00 0.00 0.80 0.80 0.80 0.00 0.80 0.80 0.80 0.80 0.80 0.00 0.00 0.80 0.00 0.00 0.00 0.00
0.00 0.00 0.80 0.80 0.80 0.80 0.00 0.80 0.80 0.80 0.00 0.00 0.00 0.00 0.00 0.80 0.00 0.80 0.00 0.80
0.00 0.00 0.80 0.00 0.00 0.80 0.00 0.80 0.00 0.00 0.80 0.00 0.00 0.80 0.00 0.80 0.80 0.00 0.80 0.80
0.80 0.80 0.00 0.80 0.80 0.80 0.80 0.00 0.80 0.80 0.80 0.80 0.00 0.00 0.80 0.00 0.00 0.00 0.00 0.00
0.80 0.00 0.80 0.80 0.00 0.80 0.00 0.80 0.80 0.80 0.00 0.80 0.00 0.80 0.80 0.80 0.80 0.80 0.00 0.00
0.00 0.00 0.00 0.80 0.00 0.00 0.80 0.80 0.00 0.00 0.80 0.00 0.00 0.00 0.80 0.00 0.00 0.00 0.80 0.80
0.80 0.00 0.00 0.00 0.00 0.80 0.80 0.80 0.80 0.00 0.00 0.00 0.00 0.80 0.00 0.80 0.00 0.80 0.00 0.80
0.80 0.80 0.00 0.80 0.80 0.80 0.00 0.00 0.80 0.80 0.80 0.00 0.00 0.80 0.80 0.00 0.00 0.00 0.80 0.00
0.80 0.80 0.00 0.00 0.80 0.80 0.80 0.00 0.00 0.00 0.80 0.80 0.00 0.00 0.80 0.80 0.80 0.80 0.80 0.00
0.80 0.80 0.80 0.00 0.80 0.80 0.00 0.80 0.80 0.80 0.80 0.00 0.80 0.00 0.80 0.80 0.80 0.80 0.80 0.80
0.80 0.00 0.80 0.80 0.00 0.80 0.80 0.80 0.00 0.00 0.00 0.80 0.00 0.80 0.80 0.80 0.00 0.00 0.80 0.00
0.80 0.80 0.00 0.00 0.80 0.80 0.80 0.80 0.00 0.80 0.00 0.80 0.80 0.00 0.00 0.80 0.80 0.80 0.80 0.00
0.80 0.00 0.00 0.80 0.00 0.00 0.80 0.80 0.80 0.80 0.00 0.00 0.00 0.00 0.00 0.00 0.80 0.00 0.80 0.00
0.80 0.80 0.80 0.00 0.80 0.80 0.80 0.80 0.00 0.80 0.80 0.00 0.80 0.00 0.00 0.80 0.00 0.00 0.80 0.00
0.00 0.80 0.00 0.00 0.00 0.80 0.00 0.80 0.80 0.80 0.80 0.80 0.00 0.00 0.80 0.00 0.00 0.80 0.00 0.80
0.00 0.80 0.00 0.80 0.80 0.80 0.80 0.00 0.00 0.80 0.80 0.00 0.80 0.80 0.00 0.00 0.80 0.80 0.00 0.80
0.00 0.80 0.00 0.00 0.80 0.00 0.80 0.00 0.80 0.80 0.80 0.00 0.00 0.80 0.80 0.80 0.80 0.80 0.00 0.00
0.00 0.00 0.80 0.00 0.80 0.00 0.00 0.00 0.80 0.00 0.80 0.00 0.80 0.00 0.80 0.00 0.00 0.00 0.80 0.00
0.00 0.00 0.80 0.00 0.80 0.00 0.80 0.00 0.80 0.00 0.80 0.80 0.80 0.00 0.80 0.80 0.00 0.00 0.00 0.80
0.80 0.00 0.80 0.80 0.80 0.00 0.80 0.00 0.80 0.00 0.80 0.00 0.80 0.80 0.00 0.80 0.00 0.80 0.80 0.80
0.00 0.00 0.80 0.80 0.00 0.80 0.00 0.80 0.80 0.80 0.00 0.00 0.00 0.80 0.80 0.00 0.80 0.80 0.80 0.80
0.00 0.00 0.00 0.00 0.00 0.80 0.00 0.80 0.00 0.80 0.00 0.80 0.00 0.00 0.80 0.80 0.00 0.80 0.80 0.00
0.00 0.80 0.80 0.00 0.00 0.80 0.00 0.80 0.80 0.00 0.00 0.00 0.80 0.80 0.80 0.00 0.80 0.00 0.00 0.80
0.00 0.00 0.80 0.80 0.80 0.80 0.00 0.00 0.80 0.80 0.00 0.80 0.80 0.00 0.00 0.00 0.80 0.80 0.80 0.00
0.80 0.80 0.80 0.00 0.00 0.80 0.80 0.80 0.80 0.80 0.80 0.00 0.80 0.00 0.80 0.00 0.80 0.80 0.80 0.00
0.00 0.80 0.00 0.00 0.80 0.80 0.00 0.00 0.00 0.00 0.00 0.80 0.00 0.00 0.80 0.80 0.00 0.00 0.80 0.00
0.80 0.00 0.00 0.00 0.80 0.00 0.80 0.80 0.80 0.80 0.80 0.80 0.00 0.80 0.00 0.00 0.80 0.80 0.00 0.00
0.80 0.00 0.80 0.00 0.00 0.00 0.80 0.80 0.00 0.00 0.80 0.00 0.80 0.00 0.00 0.80 0.80 0.00 0.00 0.00
0.00 0.80 0.80 0.00 0.00 0.00 0.80 0.80 0.80 0.80 0.80 0.00 0.00 0.80 0.80 0.00 0.00 0.00 0.00 0.80
0.00 0.00 0.00 0.00 0.00 0.00 0.80 0.80 0.00 0.80 0.80 0.00 0.80 0.80 0.80 0.00 0.00 0.00 0.00 0.80
0.80 0.80 0.00 0.00 0.80 0.80 0.80 0.80 0.80 0.80 0.80 0.00 0.00 0.00 0.80 0.00 0.80 0.00 0.80 0.00
0.80 0.00 0.00 0.00 0.00 0.00 0.80 0.00 0.00 0.00 0.80 0.80 0.80 0.80 0.00 0.00 0.00 0.80 0.80 0.00
0.00 0.80 0.80 0.00 0.80 0.00 0.00 0.00 0.80 0.80 0.80 0.80 0.80 0.00 0.00 0.80 0.00 0.00 0.00 0.80
0.00 0.80 0.80 0.80 0.00 0.00 0.00 0.80 0.00 0.80 0.00 0.80 0.80 0.00 0.80 0.80 0.00 0.00 0.80 0.80
0.00 0.80 0.80 0.80 0.00 0.00 0.80 0.00 0.00 0.80 0.00 0.80 0.00 0.80 0.00 0.80 0.80 0.00 0.00 0.80
0.80 0.00 0.80 0.00 0.00 0.80 0.80 0.80 0.80 0.00 0.00 0.80 0.80 0.80 0.00 0.80 0.00 0.00 0.80 0.80
0.00 0.80 0.00 0.00 0.80 0.00 0.00 0.00 0.00 0.00 0.00 0.80 0.80 0.00 0.00 0.80 0.80 0.00 0.80 0.80
0.80 0.00 0.00 0.80 0.00 0.80 0.00 0.80 0.00 0.00 0.80 0.00 0.00 0.00 0.00 0.00 0.80 0.80 0.00 0.00
0.80 0.80 0.00 0.80 0.00 0.80 0.00 0.80 0.00 0.80 0.00 0.80 0.00 0.80 0.80 0.80 0.80 0.00 0.80 0.80
0.00 0.00 0.00 0.00 0.00 0.80 0.80 0.00 0.80 0.00 0.80 0.00 0.00 0.80 0.00 0.00 0.00 0.80 0.80 0.00
0.00 0.80 0.80 0.00 0.80 0.00 0.00 0.80 0.80 0.00 0.00 0.00 0.80 0.80 0.00 0.80 0.80 0.80 0.00 0.80
0.80 0.00 0.00 0.80 0.00 0.00 0.00 0.80 0.80 0.00 0.80 0.80 0.80 0.00 0.80 0.00 0.00 0.80 0.00 0.00
0.00 0.80 0.80 0.80 0.00 0.80 0.00 0.00 0.80 0.80 0.80 0.80 0.00 0.80 0.80 0.00 0.00 0.00 0.80 0.80
0.00 0.80 0.80 0.00 0.00 0.00 0.80 0.00 0.80 0.00 0.80 0.00 0.00 0.80 0.80 0.00 0.00 0.00 0.00 0.00
0.80 0.00 0.00 0.00 0.80 0.00 0.00 0.00 0.80 0.00 0.00 0.80 0.00 0.00 0.00 0.00 0.00 0.00 0.80 0.00
0.00 0.80 0.80 0.00 0.80 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.80 0.00 0.00 0.00 0.80 0.00
0.80 0.80 0.00 0.80 0.00 0.00 0.00 0.80 0.00 0.80 0.80 0.00 0.00 0.80 0.00 0.00 0.80 0.80 0.80 0.00
0.00 0.00 0.00 0.00 0.00 0.80 0.80 0.80 0.00 0.80 0.80 0.80 0.80 0.80 0.00 0.00 0.00 0.00 0.00 0.00
0.80 0.80 0.80 0.80 0.00 0.80 0.00 0.00 0.80 0.80 0.80 0.80 0.00 0.80 0.00 0.00 0.00 0.80 0.80 0.00
0.80 0.80 0.00 0.80 0.80 0.00 0.00 0.00 0.00 0.80 0.80 0.80 0.80 0.80 0.80 0.00 0.80 0.00 0.80 0.80
0.80 0.80 0.00 0.80 0.00 0.00 0.00 0.00 0.80 0.00 0.80 0.80 0.80 0.80 0.80 0.80 0.00 0.00 0.80 0.80
0.80 0.00 0.00 0.00 0.00 0.00 0.00 0.80 0.00 0.80 0.00 0.80 0.80 0.00 0.80 0.80 0.80 0.80 0.80 0.80
0.00 0.00 0.80 0.00 0.00 0.80 0.00 0.00 0.80 0.80 0.00 0.00 0.80 0.80 0.00 0.00 0.00 0.80 0.80 0.00
0.80 0.80 0.80 0.00 0.80 0.00 0.80 0.80 0.00 0.80 0.80 0.00 0.00 0.80 0.80 0.80 0.80 0.80 0.00 0.80
0.80 0.00 0.00 0.00 0.80 0.00 0.80 0.80 0.00 0.80 0.00 0.80 0.00 0.80 0.00 0.00 0.80 0.00 0.80 0.80
0.00 0.80 0.00 0.00 0.80 0.80 0.80 0.80 0.00 0.80 0.00 0.00 0.00 0.80 0.00 0.80 0.00 0.80 0.80 0.00
0.00 0.00 0.80 0.80 0.00 0.00 0.80 0.80 0.80 0.00 0.00 0.00 0.80 0.00 0.80 0.80 0.80 0.00 0.80 0.00
0.80 0.00 0.80 0.80 0.00 0.80 0.00 0.80 0.80 0.00 0.00 0.00 0.80 0.80 0.80 0.00 0.00 0.00 0.00 0.00
0.00 0.80 0.80 0.00 0.00 0.80 0.80 0.00 0.00 0.80 0.00 0.80 0.80 0.80 0.00 0.80 0.00 0.80 0.80 0.00
0.80 0.00 0.00 0.80 0.00 0.80 0.00 0.00 0.80 0.00 0.00 0.80 0.00 0.80 0.80 0.80 0.00 0.00 0.80 0.80
0.80 0.80 0.00 0.00 0.80 0.00 0.80 0.80 0.00 0.00 0.80 0.00 0.00 0.80 0.00 0.80 0.80 0.00 0.00 0.80
0.80 0.80 0.00 0.00 0.80 0.00 0.00 0.00 0.80 0.00 0.80 0.80 0.80 0.80 0.00 0.00 0.80 0.80 0.80 0.00
